year,bnf_code,bnf_name,atc_code,cat,type,total_items
2025,0302000N0BCACAZ,Seretide 500 Accuhaler,R03AK06,Combi_1,DPI,119968
2023,0301020I0AAANAN,Ipratropium bromide 20micrograms/dose inhaler CFC free,R03BB01,Anticholinergic,MDI,119562
2022,0302000N0BIAABF,Sereflo 25micrograms/dose / 125micrograms/dose inhaler,R03AK06,Combi_1,MDI,119390
2024,0302000N0BCAAAX,Seretide 100 Accuhaler,R03AK06,Combi_1,DPI,119159
2017,0302000C0BJAFBH,Qvar 100micrograms/dose Easi-Breathe inhaler,R03BA01,ICS,MDI,118978
2025,0302000C0BJAABE,Qvar 50 inhaler,R03BA01,ICS,MDI,118800
2017,0301040V0BBAAAA,Duaklir 340micrograms/dose / 12micrograms/dose Genuair,R03AL05,Combi_2,DPI,118622
2023,0301040X0BBABAB,Spiolto Respimat 2.5microg/dose / 2.5microg/dose soln refill,R03AL06,Combi_2,SMI,118015
2020,0301020Q0AAAAAA,Tiotropium bromide 18microgram inhalation pdr caps with dev,R03BB04,Anticholinergic,DPI,116694
2025,0302000C0BNAABU,Easyhaler Beclometasone 200micrograms/dose dry pdr inhaler,R03BA01,ICS,DPI,116628
2017,0302000V0AAABAB,Fluticasone furoate 92microg/Vilanterol 22microg/dose,R03AK10,Combi_1,DPI,116510
2018,0302000C0BPADBW,Clenil Modulite 250micrograms/dose inhaler,R03BA01,ICS,MDI,115734
2020,0302000C0AABFBF,Beclometasone 100micrograms/dose inhaler CFC free,R03BA01,ICS,MDI,115202
2017,0301011R0AAAQAQ,Salbutamol 200micrograms/dose dry powder inhaler,R03AC02,SABA,DPI,113850
2020,0302000C0BJAFBH,Qvar 100micrograms/dose Easi-Breathe inhaler,R03BA01,ICS,MDI,113769
2023,0301020R0BBAAAA,Eklira 322micrograms/dose Genuair,R03BB05,Anticholinergic,DPI,112919
2017,0302000V0BBAAAA,Relvar Ellipta 184microg/dose / 22microg/dose dry pdr inh,R03AK10,Combi_1,DPI,112853
2018,0302000C0BJAFBH,Qvar 100micrograms/dose Easi-Breathe inhaler,R03BA01,ICS,MDI,112094
2020,0302000N0AABGBG,Fluticasone 250mcg/dose / Salmeterol 25mcg/dose inh CFC free,R03AK06,Combi_1,MDI,110804
2018,0302000V0AAABAB,Fluticasone furoate 92microg/Vilanterol 22microg/dose,R03AK10,Combi_1,DPI,110285
2023,0302000N0BIABBG,Sereflo 25micrograms/dose / 250micrograms/dose inhaler,R03AK06,Combi_1,MDI,109791
2025,0301020Q0AAACAC,Tiotropium brom 2.5microg/dose soln for inhalation CFCfree,R03BB04,Anticholinergic,SMI,109555
2016,0301020S0AAAAAA,Glycopyrronium bromide 55microg inhalation pdr caps with dev,R03BB06,Anticholinergic,DPI,109283
2016,0302000N0AABJBJ,Fluticasone 125microg / Formoterol 5microg/dose inh CFC free,R03AK11,Combi_1,MDI,109245
2023,0302000Y0BBAAAA,Trixeo Aerosphere 5microg / 7.2microg / 160microg/dose inh,R03AL11,Combi_2,MDI,109233
2025,0302000N0BDABBK,Flutiform 250micrograms/dose / 10micrograms/dose inhaler,R03AK11,Combi_1,MDI,108621
2019,0302000N0AAAZAZ,Fluticasone propion 500mcg/Salmeterol 50mcg/dose dry pdr inh,R03AK06,Combi_1,DPI,108258
2023,0302000N0BIAABF,Sereflo 25micrograms/dose / 125micrograms/dose inhaler,R03AK06,Combi_1,MDI,107936
2019,0302000N0AABEBE,Fluticasone 50microg / Salmeterol 25microg/dose inh CFC free,R03AK06,Combi_1,MDI,107673
2016,0302000V0AAABAB,Fluticasone furoate 92microg/Vilanterol 22microg/dose,R03AK10,Combi_1,DPI,107441
2016,0302000N0AAAXAX,Fluticasone propionate 100microg/Salmeterol 50microg/dose,R03AK06,Combi_1,DPI,106508
2019,0302000C0BJAFBH,Qvar 100micrograms/dose Easi-Breathe inhaler,R03BA01,ICS,MDI,106284
2022,0302000K0AAAMAM,Budesonide 200mcg/dose / Formoterol 6mcg/dose dry powder inh,R03AK07,Combi_1,DPI,105349
2023,0302000AABBABAB,Trimbow 172microg/dose / 5microg/dose / 9microg/dose inh,R03AL09,Combi_2,MDI,105219
2017,0301020S0AAAAAA,Glycopyrronium bromide 55microg inhalation pdr caps with dev,R03BB06,Anticholinergic,DPI,104796
2020,0301020Q0BBADAE,Spiriva Respimat 2.5microg/dose inhalation soln refill cart,R03BB04,Anticholinergic,SMI,104571
2025,0301020S0BBAAAA,Seebri Breezhaler 44microgram inhalation pdr caps with dev,R03BB06,Anticholinergic,DPI,104293
2017,0302000K0AAALAL,Budesonide 100microg / Formoterol 6microg/dose dry pdr inh,R03AK07,Combi_1,DPI,104118
2024,0302000N0BFABBG,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler,R03AK06,Combi_1,MDI,103930
2022,0301011U0AAAHAH,Salmeterol 25micrograms/dose inhaler CFC free,R03AC12,LABA,MDI,103578
2021,0302000N0AABFBF,Fluticasone 125mcg/dose / Salmeterol 25mcg/dose inh CFC free,R03AK06,Combi_1,MDI,103481
2025,0302000K0BDADBB,Symbicort 200microg/dose / 6microg/dose pressurised inh,R03AK07,Combi_1,MDI,103184
2025,0302000N0BCAAAX,Seretide 100 Accuhaler,R03AK06,Combi_1,DPI,101936
2024,0301020Q0BBABAB,Spiriva 18microgram inhalation powder capsules,R03BB04,Anticholinergic,DPI,101150
2019,0302000C0BPADBW,Clenil Modulite 250micrograms/dose inhaler,R03BA01,ICS,MDI,100849
2023,0302000C0AABFBF,Beclometasone 100micrograms/dose inhaler CFC free,R03BA01,ICS,MDI,100832
2022,0302000C0AABFBF,Beclometasone 100micrograms/dose inhaler CFC free,R03BA01,ICS,MDI,100773
2018,0301020R0AAAAAA,Aclidinium bromide 375micrograms/dose dry powder inhaler,R03BB05,Anticholinergic,DPI,100748
2021,0302000C0AABFBF,Beclometasone 100micrograms/dose inhaler CFC free,R03BA01,ICS,MDI,100553
2022,0301040X0BBABAB,Spiolto Respimat 2.5microg/dose / 2.5microg/dose soln refill,R03AL06,Combi_2,SMI,100349
2024,0301020Q0AAABAB,Tiotropium bromide 18microgram inhalation powder capsules,R03BB04,Anticholinergic,DPI,100133
2024,0301020I0AAANAN,Ipratropium bromide 20micrograms/dose inhaler CFC free,R03BB01,Anticholinergic,MDI,100096
2025,0302000N0BFAABF,Sirdupla 25micrograms/dose / 125micrograms/dose inhaler,R03AK06,Combi_1,MDI,99921
2016,0302000K0AAAGAG,Budesonide 200micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,99630
2023,0302000K0BBAHAG,Pulmicort 200 Turbohaler,R03BA02,ICS,DPI,99503
2024,0302000C0AABFBF,Beclometasone 100micrograms/dose inhaler CFC free,R03BA01,ICS,MDI,98714
2016,0302000N0AABKBK,Fluticasone 250microg / Formoterol 10microg/dose inh CFCfree,R03AK11,Combi_1,MDI,98427
2021,0301020Q0AAAAAA,Tiotropium bromide 18microgram inhalation pdr caps with dev,R03BB04,Anticholinergic,DPI,97883
2024,0302000K0BGAAAK,Easyhaler Budesonide 100micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,97668
2021,0302000C0BJAFBH,Qvar 100micrograms/dose Easi-Breathe inhaler,R03BA01,ICS,MDI,97371
2018,0301011R0AAAQAQ,Salbutamol 200micrograms/dose dry powder inhaler,R03AC02,SABA,DPI,96110
2023,0301011R0BWABAQ,Easyhaler Salbutamol sulfate 200micrograms/dose dry pdr inh,R03AC02,SABA,DPI,95776
2024,0302000K0BBAHAG,Pulmicort 200 Turbohaler,R03BA02,ICS,DPI,95307
2022,0302000AABBACAC,Trimbow NEXThaler 88microg/5microg/9microg/dose dry pdr inh,R03AL09,Combi_2,DPI,95221
2017,0302000N0AABJBJ,Fluticasone 125microg / Formoterol 5microg/dose inh CFC free,R03AK11,Combi_1,MDI,95099
2016,0302000C0AABFBF,Beclometasone 100micrograms/dose inhaler CFC free,R03BA01,ICS,MDI,94896
2020,0302000N0BDACBL,Flutiform 50micrograms/dose / 5micrograms/dose inhaler,R03AK11,Combi_1,MDI,92933
2018,0302000N0AAAYAY,Fluticasone propionate 250microg/Salmeterol 50microg/dose,R03AK06,Combi_1,DPI,92905
2024,0302000N0BIABBG,Sereflo 25micrograms/dose / 250micrograms/dose inhaler,R03AK06,Combi_1,MDI,92546
2024,0301040AABBAAAA,Bevespi Aerosphere 7.2microg / 5microg/dose pressurised inh,R03AL07,Combi_2,MDI,92344
2020,0302000N0AABEBE,Fluticasone 50microg / Salmeterol 25microg/dose inh CFC free,R03AK06,Combi_1,MDI,91631
2020,0302000C0BPADBW,Clenil Modulite 250micrograms/dose inhaler,R03BA01,ICS,MDI,91612
2023,0302000K0BGAAAK,Easyhaler Budesonide 100micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,91606
2022,0302000C0BJAFBH,Qvar 100micrograms/dose Easi-Breathe inhaler,R03BA01,ICS,MDI,91178
2019,0302000K0AAAUAU,Budesonide 400mcg/dose /Formoterol 12mcg/dose dry powder inh,R03AK07,Combi_1,DPI,90303
2024,0301020R0BBAAAA,Eklira 322micrograms/dose Genuair,R03BB05,Anticholinergic,DPI,90293
2021,0302000N0AABGBG,Fluticasone 250mcg/dose / Salmeterol 25mcg/dose inh CFC free,R03AK06,Combi_1,MDI,89865
2024,0302000K0BDADBB,Symbicort 200microg/dose / 6microg/dose pressurised inh,R03AK07,Combi_1,MDI,89046
2024,0301011R0BWABAQ,Easyhaler Salbutamol sulfate 200micrograms/dose dry pdr inh,R03AC02,SABA,DPI,88752
2022,0302000C0BNAABU,Easyhaler Beclometasone 200micrograms/dose dry pdr inhaler,R03BA01,ICS,DPI,88565
2022,0302000N0AABFBF,Fluticasone 125mcg/dose / Salmeterol 25mcg/dose inh CFC free,R03AK06,Combi_1,MDI,88451
2022,0302000K0BBAHAG,Pulmicort 200 Turbohaler,R03BA02,ICS,DPI,87267
2023,0302000K0AAAMAM,Budesonide 200mcg/dose / Formoterol 6mcg/dose dry powder inh,R03AK07,Combi_1,DPI,87150
2021,0302000N0BDACBL,Flutiform 50micrograms/dose / 5micrograms/dose inhaler,R03AK11,Combi_1,MDI,86741
2017,0302000C0AABFBF,Beclometasone 100micrograms/dose inhaler CFC free,R03BA01,ICS,MDI,86223
2016,0301011R0BMABBU,Airomir 100micrograms/dose Autohaler,R03AC02,SABA,MDI,85983
2016,0302000C0BJADBH,Qvar 100 Autohaler,R03BA01,ICS,MDI,85837
2019,0302000N0BDACBL,Flutiform 50micrograms/dose / 5micrograms/dose inhaler,R03AK11,Combi_1,MDI,85619
2025,0302000N0BFABBG,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler,R03AK06,Combi_1,MDI,85449
2024,0302000N0BIAABF,Sereflo 25micrograms/dose / 125micrograms/dose inhaler,R03AK06,Combi_1,MDI,85171
2017,0302000N0AABKBK,Fluticasone 250microg / Formoterol 10microg/dose inh CFCfree,R03AK11,Combi_1,MDI,85009
2016,0301011U0AAAEAE,Salmeterol 50micrograms/dose dry powder inhaler,R03AC12,LABA,DPI,84624
2018,0301020S0AAAAAA,Glycopyrronium bromide 55microg inhalation pdr caps with dev,R03BB06,Anticholinergic,DPI,84526
2023,0302000C0BSABBF,Kelhale 100micrograms/dose inhaler,R03BA01,ICS,MDI,84480
2024,0302000C0BTAABE,Soprobec 50micrograms/dose inhaler,R03BA01,ICS,MDI,84213
2023,0302000C0BJAFBH,Qvar 100micrograms/dose Easi-Breathe inhaler,R03BA01,ICS,MDI,83082
2025,0301020Q0BBABAB,Spiriva 18microgram inhalation powder capsules,R03BB04,Anticholinergic,DPI,82855
2019,0302000C0AABFBF,Beclometasone 100micrograms/dose inhaler CFC free,R03BA01,ICS,MDI,82437
2020,0302000K0BBAHAG,Pulmicort 200 Turbohaler,R03BA02,ICS,DPI,82425
2018,0302000N0BDACBL,Flutiform 50micrograms/dose / 5micrograms/dose inhaler,R03AK11,Combi_1,MDI,82030
2017,0301011R0BMABBU,Airomir 100micrograms/dose Autohaler,R03AC02,SABA,MDI,81825
2025,0302000C0BTAABE,Soprobec 50micrograms/dose inhaler,R03BA01,ICS,MDI,81433
2019,0301011R0AAAQAQ,Salbutamol 200micrograms/dose dry powder inhaler,R03AC02,SABA,DPI,81297
2018,0302000N0AABJBJ,Fluticasone 125microg / Formoterol 5microg/dose inh CFC free,R03AK11,Combi_1,MDI,81169
2023,0302000K0BDADBB,Symbicort 200microg/dose / 6microg/dose pressurised inh,R03AK07,Combi_1,MDI,80786
2019,0302000V0AAABAB,Fluticasone furoate 92microg/Vilanterol 22microg/dose,R03AK10,Combi_1,DPI,80161
2021,0302000K0BBAHAG,Pulmicort 200 Turbohaler,R03BA02,ICS,DPI,80078
2023,0301011U0AAAHAH,Salmeterol 25micrograms/dose inhaler CFC free,R03AC12,LABA,MDI,80035
2018,0302000C0AABFBF,Beclometasone 100micrograms/dose inhaler CFC free,R03BA01,ICS,MDI,79996
2022,0302000K0BDADBB,Symbicort 200microg/dose / 6microg/dose pressurised inh,R03AK07,Combi_1,MDI,79654
2025,0301020I0AAANAN,Ipratropium bromide 20micrograms/dose inhaler CFC free,R03BB01,Anticholinergic,MDI,79644
2024,0302000C0BSABBF,Kelhale 100micrograms/dose inhaler,R03BA01,ICS,MDI,79290
2017,0302000C0BJADBH,Qvar 100 Autohaler,R03BA01,ICS,MDI,78401
2017,0301020Q0BBAAAA,Spiriva 18microgram inhalation pdr caps with HandiHaler,R03BB04,Anticholinergic,DPI,78294
2017,0302000K0AAAGAG,Budesonide 200micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,78212
2022,0302000C0BSABBF,Kelhale 100micrograms/dose inhaler,R03BA01,ICS,MDI,78161
2024,0302000K0BGABAG,Easyhaler Budesonide 200micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,78068
2023,0302000K0BGABAG,Easyhaler Budesonide 200micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,77247
2020,0302000N0BGABBF,AirFluSal 25micrograms/dose / 125micrograms/dose inhaler,R03AK06,Combi_1,MDI,77097
2018,0301011R0BMABBU,Airomir 100micrograms/dose Autohaler,R03AC02,SABA,MDI,77079
2025,0302000C0AABFBF,Beclometasone 100micrograms/dose inhaler CFC free,R03BA01,ICS,MDI,76848
2016,0302000N0AABCBC,Fluticasone 250micrograms/dose inhaler CFC free,R03BA05,ICS,MDI,76377
2016,0302000C0BJAEBG,Qvar 50micrograms/dose Easi-Breathe inhaler,R03BA01,ICS,MDI,76248
2019,0302000N0BIABBG,Sereflo 25micrograms/dose / 250micrograms/dose inhaler,R03AK06,Combi_1,MDI,76159
2021,0302000K0BDADBB,Symbicort 200microg/dose / 6microg/dose pressurised inh,R03AK07,Combi_1,MDI,76041
2025,0302000K0BBAHAG,Pulmicort 200 Turbohaler,R03BA02,ICS,DPI,75844
2021,0302000C0BPADBW,Clenil Modulite 250micrograms/dose inhaler,R03BA01,ICS,MDI,75795
2018,0302000K0AAALAL,Budesonide 100microg / Formoterol 6microg/dose dry pdr inh,R03AK07,Combi_1,DPI,75422
2022,0301020Q0AAAAAA,Tiotropium bromide 18microgram inhalation pdr caps with dev,R03BB04,Anticholinergic,DPI,75348
2021,0302000N0BGABBF,AirFluSal 25micrograms/dose / 125micrograms/dose inhaler,R03AK06,Combi_1,MDI,75179
2025,0301011R0BWABAQ,Easyhaler Salbutamol sulfate 200micrograms/dose dry pdr inh,R03AC02,SABA,DPI,75022
2021,0302000K0BIABAM,Fobumix Easyhaler 160microg / 4.5microg/dose dry pdr inh,R03AK07,Combi_1,DPI,74972
2022,0302000N0AABGBG,Fluticasone 250mcg/dose / Salmeterol 25mcg/dose inh CFC free,R03AK06,Combi_1,MDI,74716
2024,0302000C0BTABBV,Soprobec 200micrograms/dose inhaler,R03BA01,ICS,MDI,74514
2021,0302000C0BSABBF,Kelhale 100micrograms/dose inhaler,R03BA01,ICS,MDI,74485
2025,0302000C0BTABBV,Soprobec 200micrograms/dose inhaler,R03BA01,ICS,MDI,74481
2016,0301020Q0BBAAAA,Spiriva 18microgram inhalation pdr caps with HandiHaler,R03BB04,Anticholinergic,DPI,74277
2017,0302000N0AAAXAX,Fluticasone propionate 100microg/Salmeterol 50microg/dose,R03AK06,Combi_1,DPI,74255
2025,0302000K0BGAAAK,Easyhaler Budesonide 100micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,74155
2016,0302000N0AABHBH,Fluticasone 50micrograms/dose inhaler CFC free,R03BA05,ICS,MDI,73997
2024,0302000K0AAAMAM,Budesonide 200mcg/dose / Formoterol 6mcg/dose dry powder inh,R03AK07,Combi_1,DPI,73778
2020,0301011R0AAAQAQ,Salbutamol 200micrograms/dose dry powder inhaler,R03AC02,SABA,DPI,73624
2025,0302000N0BIABBG,Sereflo 25micrograms/dose / 250micrograms/dose inhaler,R03AK06,Combi_1,MDI,73485
2022,0302000N0BGABBF,AirFluSal 25micrograms/dose / 125micrograms/dose inhaler,R03AK06,Combi_1,MDI,72949
2024,0302000C0BJAFBH,Qvar 100micrograms/dose Easi-Breathe inhaler,R03BA01,ICS,MDI,72890
2023,0302000N0AABFBF,Fluticasone 125mcg/dose / Salmeterol 25mcg/dose inh CFC free,R03AK06,Combi_1,MDI,72797
2021,0302000N0AABEBE,Fluticasone 50microg / Salmeterol 25microg/dose inh CFC free,R03AK06,Combi_1,MDI,72709
2018,0302000N0BGAAAZ,AirFluSal Forspiro 50microg / 500microg/dose dry pdr inh,R03AK06,Combi_1,DPI,72586
2020,0302000N0AAAZAZ,Fluticasone propion 500mcg/Salmeterol 50mcg/dose dry pdr inh,R03AK06,Combi_1,DPI,72319
2017,0302000C0BJAEBG,Qvar 50micrograms/dose Easi-Breathe inhaler,R03BA01,ICS,MDI,72080
2020,0302000K0BDADBB,Symbicort 200microg/dose / 6microg/dose pressurised inh,R03AK07,Combi_1,MDI,71792
2025,0301020R0BBAAAA,Eklira 322micrograms/dose Genuair,R03BB05,Anticholinergic,DPI,71719
2020,0302000C0BJADBH,Qvar 100 Autohaler,R03BA01,ICS,MDI,71551
2019,0302000K0BBAHAG,Pulmicort 200 Turbohaler,R03BA02,ICS,DPI,71546
2016,0302000N0AABABA,Fluticasone 125micrograms/dose inhaler CFC free,R03BA05,ICS,MDI,71386
2018,0302000C0BJADBH,Qvar 100 Autohaler,R03BA01,ICS,MDI,71265
2025,0302000N0BIAABF,Sereflo 25micrograms/dose / 125micrograms/dose inhaler,R03AK06,Combi_1,MDI,71190
2025,0301020Q0AAABAB,Tiotropium bromide 18microgram inhalation powder capsules,R03BB04,Anticholinergic,DPI,71082
2019,0302000N0BIAABF,Sereflo 25micrograms/dose / 125micrograms/dose inhaler,R03AK06,Combi_1,MDI,70920
2025,0302000K0BIADAL,Fobumix Easyhaler 80microg/dose / 4.5microg/dose dry pdr inh,R03AK07,Combi_1,DPI,70847
2020,0302000C0BJAEBG,Qvar 50micrograms/dose Easi-Breathe inhaler,R03BA01,ICS,MDI,70377
2018,0302000N0AABKBK,Fluticasone 250microg / Formoterol 10microg/dose inh CFCfree,R03AK11,Combi_1,MDI,69744
2018,0302000K0BBAHAG,Pulmicort 200 Turbohaler,R03BA02,ICS,DPI,69261
2018,0301020T0AAAAAA,Umeclidinium bromide 65micrograms/dose dry powder inhaler,R03BB07,Anticholinergic,DPI,69170
2018,0301020Q0BBAAAA,Spiriva 18microgram inhalation pdr caps with HandiHaler,R03BB04,Anticholinergic,DPI,68874
2019,0302000N0AABJBJ,Fluticasone 125microg / Formoterol 5microg/dose inh CFC free,R03AK11,Combi_1,MDI,68800
2018,0302000C0BJAEBG,Qvar 50micrograms/dose Easi-Breathe inhaler,R03BA01,ICS,MDI,68797
2017,0302000N0BDACBL,Flutiform 50micrograms/dose / 5micrograms/dose inhaler,R03AK11,Combi_1,MDI,68119
2025,0302000C0BSABBF,Kelhale 100micrograms/dose inhaler,R03BA01,ICS,MDI,67868
2017,0302000N0AABHBH,Fluticasone 50micrograms/dose inhaler CFC free,R03BA05,ICS,MDI,67811
2019,0302000C0BJADBH,Qvar 100 Autohaler,R03BA01,ICS,MDI,67743
2025,0302000K0AAAMAM,Budesonide 200mcg/dose / Formoterol 6mcg/dose dry powder inh,R03AK07,Combi_1,DPI,67703
2022,0302000N0BDACBL,Flutiform 50micrograms/dose / 5micrograms/dose inhaler,R03AK11,Combi_1,MDI,67637
2019,0301020R0AAAAAA,Aclidinium bromide 375micrograms/dose dry powder inhaler,R03BB05,Anticholinergic,DPI,67528
2019,0301011R0BMABBU,Airomir 100micrograms/dose Autohaler,R03AC02,SABA,MDI,67360
2020,0302000K0AAAUAU,Budesonide 400mcg/dose /Formoterol 12mcg/dose dry powder inh,R03AK07,Combi_1,DPI,67181
2023,0302000N0BGABBF,AirFluSal 25micrograms/dose / 125micrograms/dose inhaler,R03AK06,Combi_1,MDI,67180
2017,0301020T0AAAAAA,Umeclidinium bromide 65micrograms/dose dry powder inhaler,R03BB07,Anticholinergic,DPI,67055
2021,0301040X0BBABAB,Spiolto Respimat 2.5microg/dose / 2.5microg/dose soln refill,R03AL06,Combi_2,SMI,66999
2019,0302000N0BGAAAZ,AirFluSal Forspiro 50microg / 500microg/dose dry pdr inh,R03AK06,Combi_1,DPI,66956
2020,0301011R0BMABBU,Airomir 100micrograms/dose Autohaler,R03AC02,SABA,MDI,66699
2022,0301011R0BWABAQ,Easyhaler Salbutamol sulfate 200micrograms/dose dry pdr inh,R03AC02,SABA,DPI,66384
2020,0302000C0BSABBF,Kelhale 100micrograms/dose inhaler,R03BA01,ICS,MDI,66313
2020,0302000N0BGACBG,AirFluSal 25micrograms/dose / 250micrograms/dose inhaler,R03AK06,Combi_1,MDI,66260
2022,0302000C0BPADBW,Clenil Modulite 250micrograms/dose inhaler,R03BA01,ICS,MDI,66238
2017,0301011U0AAAEAE,Salmeterol 50micrograms/dose dry powder inhaler,R03AC12,LABA,DPI,65821
2019,0302000N0AAAYAY,Fluticasone propionate 250microg/Salmeterol 50microg/dose,R03AK06,Combi_1,DPI,65543
2017,0302000K0BBAHAG,Pulmicort 200 Turbohaler,R03BA02,ICS,DPI,65403
2020,0302000N0AABJBJ,Fluticasone 125microg / Formoterol 5microg/dose inh CFC free,R03AK11,Combi_1,MDI,64747
2019,0302000C0BJAEBG,Qvar 50micrograms/dose Easi-Breathe inhaler,R03BA01,ICS,MDI,64710
2016,0301011U0BBAFAH,Serevent 25micrograms/dose Evohaler,R03AC12,LABA,MDI,64417
2024,0301011U0AAAHAH,Salmeterol 25micrograms/dose inhaler CFC free,R03AC12,LABA,MDI,64300
2023,0302000C0BTAABE,Soprobec 50micrograms/dose inhaler,R03BA01,ICS,MDI,64200
2016,0301020I0BBAJAN,Atrovent 20micrograms/dose inhaler CFC free,R03BB01,Anticholinergic,MDI,63690
2017,0302000N0AABCBC,Fluticasone 250micrograms/dose inhaler CFC free,R03BA05,ICS,MDI,63636
2019,0301020S0AAAAAA,Glycopyrronium bromide 55microg inhalation pdr caps with dev,R03BB06,Anticholinergic,DPI,63574
2023,0302000N0AABGBG,Fluticasone 250mcg/dose / Salmeterol 25mcg/dose inh CFC free,R03AK06,Combi_1,MDI,63387
2018,0301011U0BBAFAH,Serevent 25micrograms/dose Evohaler,R03AC12,LABA,MDI,63332
2017,0301011U0BBAFAH,Serevent 25micrograms/dose Evohaler,R03AC12,LABA,MDI,63264
2017,0301040X0BBAAAA,Spiolto Respimat 2.5microg/dose/2.5microg/dose soln,R03AL06,Combi_2,SMI,63228
2021,0302000N0BGACBG,AirFluSal 25micrograms/dose / 250micrograms/dose inhaler,R03AK06,Combi_1,MDI,62631
2022,0302000N0AABEBE,Fluticasone 50microg / Salmeterol 25microg/dose inh CFC free,R03AK06,Combi_1,MDI,62256
2019,0301020Q0BBAAAA,Spiriva 18microgram inhalation pdr caps with HandiHaler,R03BB04,Anticholinergic,DPI,62191
2017,0302000N0AABABA,Fluticasone 125micrograms/dose inhaler CFC free,R03BA05,ICS,MDI,61917
2018,0302000K0AAAGAG,Budesonide 200micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,61636
2023,0302000N0BDACBL,Flutiform 50micrograms/dose / 5micrograms/dose inhaler,R03AK11,Combi_1,MDI,61333
2021,0302000C0BJADBH,Qvar 100 Autohaler,R03BA01,ICS,MDI,61019
2025,0302000N0BLABBF,Combisal 25micrograms/dose / 125micrograms/dose inhaler,R03AK06,Combi_1,MDI,60679
2020,0302000N0AABHBH,Fluticasone 50micrograms/dose inhaler CFC free,R03BA05,ICS,MDI,60467
2024,0302000N0AABFBF,Fluticasone 125mcg/dose / Salmeterol 25mcg/dose inh CFC free,R03AK06,Combi_1,MDI,60460
2021,0301011R0AAAQAQ,Salbutamol 200micrograms/dose dry powder inhaler,R03AC02,SABA,DPI,60309
2024,0301011R0BMAAAP,Airomir 100micrograms/dose inhaler,R03AC02,SABA,MDI,59931
2018,0302000N0AABHBH,Fluticasone 50micrograms/dose inhaler CFC free,R03BA05,ICS,MDI,59884
2020,0301011R0BWABAQ,Easyhaler Salbutamol sulfate 200micrograms/dose dry pdr inh,R03AC02,SABA,DPI,59778
2019,0302000N0AABKBK,Fluticasone 250microg / Formoterol 10microg/dose inh CFCfree,R03AK11,Combi_1,MDI,59774
2022,0301020Q0BBAAAA,Spiriva 18microgram inhalation pdr caps with HandiHaler,R03BB04,Anticholinergic,DPI,59732
2019,0301011R0BWABAQ,Easyhaler Salbutamol sulfate 200micrograms/dose dry pdr inh,R03AC02,SABA,DPI,59671
2019,0301011U0BBAFAH,Serevent 25micrograms/dose Evohaler,R03AC12,LABA,MDI,59564
2016,0302000V0BBAAAA,Relvar Ellipta 184microg/dose / 22microg/dose dry pdr inh,R03AK10,Combi_1,DPI,59509
2016,0302000K0BBAHAG,Pulmicort 200 Turbohaler,R03BA02,ICS,DPI,59235
2022,0302000N0BGACBG,AirFluSal 25micrograms/dose / 250micrograms/dose inhaler,R03AK06,Combi_1,MDI,58943
2020,0302000N0BGAAAZ,AirFluSal Forspiro 50microg / 500microg/dose dry pdr inh,R03AK06,Combi_1,DPI,58913
2021,0301011R0BMABBU,Airomir 100micrograms/dose Autohaler,R03AC02,SABA,MDI,58813
2017,0301011R0BWABAQ,Easyhaler Salbutamol sulfate 200micrograms/dose dry pdr inh,R03AC02,SABA,DPI,58644
2016,0301011R0BWABAQ,Easyhaler Salbutamol sulfate 200micrograms/dose dry pdr inh,R03AC02,SABA,DPI,58349
2020,0302000V0AAABAB,Fluticasone furoate 92microg/Vilanterol 22microg/dose,R03AK10,Combi_1,DPI,58201
2021,0302000C0BJAEBG,Qvar 50micrograms/dose Easi-Breathe inhaler,R03BA01,ICS,MDI,58160
2019,0302000K0BDADBB,Symbicort 200microg/dose / 6microg/dose pressurised inh,R03AK07,Combi_1,MDI,58120
2017,0301020I0BBAJAN,Atrovent 20micrograms/dose inhaler CFC free,R03BB01,Anticholinergic,MDI,58111
2023,0301011R0BMAAAP,Airomir 100micrograms/dose inhaler,R03AC02,SABA,MDI,57830
2022,0301011R0BMABBU,Airomir 100micrograms/dose Autohaler,R03AC02,SABA,MDI,57652
2019,0302000K0AAALAL,Budesonide 100microg / Formoterol 6microg/dose dry pdr inh,R03AK07,Combi_1,DPI,57631
2018,0301011R0BWABAQ,Easyhaler Salbutamol sulfate 200micrograms/dose dry pdr inh,R03AC02,SABA,DPI,57495
2020,0301020Q0BBAAAA,Spiriva 18microgram inhalation pdr caps with HandiHaler,R03BB04,Anticholinergic,DPI,57252
2023,0301020Q0AAAAAA,Tiotropium bromide 18microgram inhalation pdr caps with dev,R03BB04,Anticholinergic,DPI,57120
2023,0301020Q0BBAAAA,Spiriva 18microgram inhalation pdr caps with HandiHaler,R03BB04,Anticholinergic,DPI,56866
